,Genotype,Daylength,Temperature,Growth
3366,COP1-OE,24,28,9.433
3367,COP1-OE,24,28,7.760
3368,COP1-OE,24,28,7.637
3369,COP1-OE,24,28,8.518
3370,COP1-OE,24,28,7.472
3371,COP1-OE,24,28,7.238
3372,COP1-OE,24,28,8.202
3373,COP1-OE,24,28,6.888
3374,COP1-OE,24,28,7.172
3375,COP1-OE,24,28,7.074
3376,COP1-OE,24,28,7.786
3377,COP1-OE,24,28,8.543
3378,COP1-OE,24,28,8.236
3379,COP1-OE,24,28,8.868
3380,COP1-OE,24,28,9.464
3381,COP1-OE,24,28,7.686
3382,COP1-OE,24,28,8.144
3383,COP1-OE,24,28,5.854
3384,COP1-OE,24,28,6.240
3385,COP1-OE,24,28,6.965
3386,COP1-OE,24,28,6.998
3387,COP1-OE,24,28,6.334
3388,COP1-OE,24,28,7.749
3389,COP1-OE,24,28,8.112
3390,COP1-OE,24,28,7.198
3391,COP1-OE,24,28,8.132
3392,COP1-OE,24,28,8.763
3393,COP1-OE,24,28,6.725
3394,COP1-OE,24,28,7.338
3395,COP1-OE,24,28,6.520
3396,COP1-OE,24,28,7.171
3397,COP1-OE,24,28,5.715
3398,COP1-OE,24,28,7.873
3399,COP1-OE,24,28,7.022
3400,COP1-OE,0,22,14.196
3401,COP1-OE,0,22,15.860
3402,COP1-OE,0,22,10.288
3403,COP1-OE,0,22,12.907
3404,COP1-OE,0,22,11.033
3405,COP1-OE,0,22,10.615
3406,COP1-OE,0,22,13.305
3407,COP1-OE,0,22,9.976
3408,COP1-OE,0,22,12.144
3409,COP1-OE,0,22,12.080
3410,COP1-OE,0,22,10.537
3411,COP1-OE,0,22,13.716
3412,COP1-OE,0,22,13.710
3413,COP1-OE,0,22,13.606
3414,COP1-OE,0,22,14.007
3415,COP1-OE,0,22,12.297
3416,COP1-OE,0,22,13.564
3417,COP1-OE,0,22,13.233
3418,COP1-OE,0,22,12.265
3419,COP1-OE,0,22,10.641
3420,COP1-OE,0,22,13.568
3421,COP1-OE,0,22,10.377
3422,COP1-OE,0,22,11.854
3423,COP1-OE,0,22,11.871
3424,COP1-OE,0,22,10.611
3425,COP1-OE,0,22,13.532
3426,COP1-OE,0,22,10.287
3427,COP1-OE,0,22,11.524
3428,COP1-OE,0,22,10.269
3429,COP1-OE,0,22,13.232
3430,COP1-OE,0,22,12.200
3431,COP1-OE,0,22,9.533
3432,COP1-OE,0,22,12.164
3433,COP1-OE,0,22,14.132
3434,COP1-OE,0,22,12.445
3435,COP1-OE,0,22,12.224
3436,COP1-OE,0,22,11.114
3437,COP1-OE,0,22,12.854
3438,COP1-OE,0,22,11.854
3439,COP1-OE,0,22,10.978
3440,COP1-OE,0,22,11.196
3441,COP1-OE,0,22,11.983
3442,COP1-OE,0,22,12.382
3443,COP1-OE,0,22,12.220
3444,COP1-OE,0,22,12.422
3445,COP1-OE,0,22,11.451
3446,COP1-OE,0,22,10.517
3447,COP1-OE,0,22,9.415
3448,COP1-OE,0,22,9.957
3449,COP1-OE,0,22,11.789
3450,COP1-OE,0,22,11.419
3451,COP1-OE,0,22,15.472
3452,COP1-OE,0,22,11.830
3453,COP1-OE,0,22,14.795
3454,COP1-OE,0,22,11.639
3455,COP1-OE,0,22,12.203
3456,COP1-OE,0,22,10.449
3457,COP1-OE,0,22,9.232
3458,COP1-OE,0,22,9.906
3459,COP1-OE,0,22,13.767
3460,COP1-OE,0,22,11.279
3461,COP1-OE,0,22,12.249
3462,COP1-OE,0,22,10.738
3463,COP1-OE,0,22,9.689
3464,COP1-OE,0,22,11.285
3465,COP1-OE,0,22,11.770
3466,COP1-OE,0,22,10.699
3467,COP1-OE,0,22,11.218
3468,COP1-OE,0,22,11.387
3469,COP1-OE,0,22,9.696
3470,COP1-OE,0,22,13.306
3471,COP1-OE,0,22,11.555
3472,COP1-OE,0,22,10.072
3473,COP1-OE,0,22,11.704
3474,COP1-OE,0,28,18.191
3475,COP1-OE,0,28,15.424
3476,COP1-OE,0,28,17.118
3477,COP1-OE,0,28,13.143
3478,COP1-OE,0,28,13.290
3479,COP1-OE,0,28,12.386
3480,COP1-OE,0,28,15.792
3481,COP1-OE,0,28,14.854
3482,COP1-OE,0,28,15.218
3483,COP1-OE,0,28,15.639
3484,COP1-OE,0,28,16.211
3485,COP1-OE,0,28,14.420
3486,COP1-OE,0,28,13.751
3487,COP1-OE,0,28,14.141
3488,COP1-OE,0,28,13.957
3489,COP1-OE,0,28,12.056
3490,COP1-OE,0,28,12.349
3491,COP1-OE,0,28,17.104
3492,COP1-OE,0,28,14.179
3493,COP1-OE,0,28,14.274
3494,COP1-OE,0,28,12.290
3495,COP1-OE,0,28,13.244
3496,COP1-OE,0,28,14.374
3497,COP1-OE,0,28,13.665
3498,COP1-OE,0,28,13.839
3499,COP1-OE,0,28,15.731
3500,COP1-OE,0,28,14.759
3501,COP1-OE,0,28,14.770
3502,COP1-OE,0,28,13.977
3503,COP1-OE,0,28,13.104
3504,COP1-OE,0,28,14.287
3505,COP1-OE,0,28,15.193
3506,COP1-OE,0,28,13.106
3507,COP1-OE,0,28,12.853
3508,COP1-OE,0,28,13.059
3509,COP1-OE,0,28,13.964
3510,COP1-OE,0,28,13.532
3511,COP1-OE,0,28,14.674
3512,COP1-OE,0,28,14.624
3513,COP1-OE,0,28,13.161
3514,COP1-OE,0,28,13.999
3515,COP1-OE,0,28,14.951
3516,COP1-OE,0,28,13.240
3517,COP1-OE,0,28,11.680
3518,COP1-OE,0,28,13.053
3519,COP1-OE,0,28,13.567
3520,COP1-OE,0,28,14.468
3521,COP1-OE,0,28,14.725
3522,COP1-OE,0,28,10.199
3523,COP1-OE,0,28,14.469
3524,COP1-OE,0,28,13.998
3525,COP1-OE,0,28,13.439
3526,COP1-OE,0,28,14.267
3527,COP1-OE,0,28,14.924
3528,COP1-OE,0,28,14.515
3529,COP1-OE,0,28,12.085
3530,COP1-OE,0,28,12.979
3531,COP1-OE,0,28,16.368
3532,COP1-OE,0,28,12.324
3533,COP1-OE,0,28,14.359
3534,COP1-OE,0,28,14.606
3535,COP1-OE,0,28,14.017
3536,COP1-OE,0,28,14.266
3537,COP1-OE,0,28,14.359
3538,COP1-OE,0,28,17.370
3539,COP1-OE,0,28,16.576
3540,COP1-OE,0,28,15.313
3541,COP1-OE,0,28,11.516
3542,COP1-OE,0,28,15.034
3543,COP1-OE,0,28,14.764
3544,COP1-OE,0,28,13.897
